experiment,timestamp_utc,run_label,mode,cpu_gguf,cpu_q4_h128,cpu_threads,cpu_isa,teacher_forced,cpu_kv_cache,cpu_attention_kernel,cached_prefix_tokens,prefix_cache_restore_time_ms,prefix_cache_bytes,qwen35x_prefill_mode,qwen35x_prefill_kernel,qwen35x_weight_precision,qwen35x_cache_precision,qwen35x_decode_blocks_requested,prefill_only,run_index,prompt_name,prompt_tokens,generated_tokens,load_time_ms,prefill_time_ms,prefill_tokens_per_second,decode_time_ms,tokens_per_second,profile_json,qwen35x_profile_enabled,qwen35x_prefill_host_total_ms,qwen35x_prefill_gpu_total_ms,qwen35x_prefill_token_upload_ms,qwen35x_prefill_embed_ms,qwen35x_prefill_mark_seen_ms,qwen35x_prefill_final_norm_ms,qwen35x_prefill_lm_head_ms,qwen35x_prefill_lm_reduce_ms,qwen35x_prefill_hidden_handoff_ms,qwen35x_prefill_output_token_download_ms,qwen35x_prefill_deltanet_total_ms,qwen35x_prefill_deltanet_recurrence_ms,qwen35x_prefill_deltanet_flashqla_prepare_ms,qwen35x_prefill_deltanet_flashqla_consume_ms,qwen35x_prefill_deltanet_projection_ms,qwen35x_prefill_full_attention_total_ms,qwen35x_prefill_full_attention_attention_ms,qwen35x_prefill_full_attention_qk_ms,qwen35x_prefill_full_attention_softmax_ms,qwen35x_prefill_full_attention_pv_ms,qwen35x_prefill_full_attention_gate_ms,qwen35x_prefill_full_attention_qk_norm_rope_ms,qwen35x_prefill_full_attention_projection_ms,qwen35x_prefill_mlp_total_ms,qwen35x_decode_steps,qwen35x_decode_blocks,qwen35x_decode_max_safe_blocks,qwen35x_decode_host_total_ms,qwen35x_decode_seen_token_upload_ms,qwen35x_decode_launch_total_ms,qwen35x_decode_kernel_ms,qwen35x_decode_lm_head_ms,qwen35x_decode_output_token_download_ms
chains4,2026-09-06T08:43:29.0707832Z,3-p512-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,3,p512,512,0,571.9215,233.1848,2195.683424,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_3_1788684208225.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:34.5683554Z,4-p4096-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,1,p4096,4096,0,579.1523,2134.8594,1918.627522,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_1_1788684211821.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:37.3167189Z,4-p4096-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,2,p4096,4096,0,581.6304,2130.8519,1922.235891,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_2_1788684214570.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:40.0601183Z,4-p4096-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,3,p4096,4096,0,578.8671,2128.6566,1924.218307,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_3_1788684217318.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:45.6322084Z,5-p4096-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,1,p4096,4096,0,578.3907,2164.1053,1892.699029,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_1_1788684222856.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:48.4083334Z,5-p4096-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,2,p4096,4096,0,580.2881,2159.6454,1896.607656,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_2_1788684225634.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:51.1835310Z,5-p4096-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,3,p4096,4096,0,579.5998,2160.4356,1895.913954,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_3_1788684228410.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:56.7731169Z,6-p4096-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,1,p4096,4096,0,579.6132,2170.2025,1887.381477,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_1_1788684233990.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:43:59.5496646Z,6-p4096-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,2,p4096,4096,0,578.3457,2162.548,1894.062005,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_2_1788684236775.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:44:02.3302081Z,6-p4096-candidate,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,3,p4096,4096,0,582.3651,2162.1517,1894.409167,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_3_1788684239551.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:44:07.8826135Z,7-p4096-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,1,p4096,4096,0,580.2297,2139.6552,1914.327131,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_1_1788684245128.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:44:10.6855301Z,7-p4096-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,2,p4096,4096,0,581.9181,2171.0432,1886.65062,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_2_1788684247898.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chains4,2026-09-06T08:44:13.4448147Z,7-p4096-base,cpu-h128,,C:\Development\vibe-inference\models\qwen3.5-0.8b\model-q4-h128-cpu-dot4.q35h,8,auto,False,fp16,mixed:rows+tiled-avx512-fp32,0,0,0,batched,default,bf16,bf16,0,True,3,p4096,4096,0,580.7389,2143.2903,1911.080361,0,0,C:\Development\vibe-inference\benchmarks\cpu-experiments-2026-09-06\chains4\profiles\run_cpu-h128_3_1788684250687.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
